locationId,state,nationalRemoteAreas,sa4Name,lgaName,crashId
WA_Inner Regional Australia_Western Australia - Wheat Belt_Boddington,WA,Inner Regional Australia,Western Australia - Wheat Belt,Boddington,20215158
WA_Remote Australia_Western Australia - Wheat Belt_Bruce Rock,WA,Remote Australia,Western Australia - Wheat Belt,Bruce Rock,20215071
WA_Inner Regional Australia_Perth - North East_Swan,WA,Inner Regional Australia,Perth - North East,Swan,20215126
WA_Remote Australia_Western Australia - Wheat Belt_Kulin,WA,Remote Australia,Western Australia - Wheat Belt,Kulin,20215080
WA_Outer Regional Australia_Western Australia - Wheat Belt_Cuballing,WA,Outer Regional Australia,Western Australia - Wheat Belt,Cuballing,20215118
NSW_Outer Regional Australia_Hunter Valley exc Newcastle_Dungog,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Dungog,20211107
WA_Very Remote Australia_Western Australia - Outback (South)_Carnarvon,WA,Very Remote Australia,Western Australia - Outback (South),Carnarvon,20215085
VIC_Outer Regional Australia_North West_Hindmarsh,VIC,Outer Regional Australia,North West,Hindmarsh,20212093
WA_Very Remote Australia_Western Australia - Outback (North)_Wyndham-East Kimberley,WA,Very Remote Australia,Western Australia - Outback (North),Wyndham-East Kimberley,20215130
WA_Outer Regional Australia_Western Australia - Wheat Belt_Beverley,WA,Outer Regional Australia,Western Australia - Wheat Belt,Beverley,20215025
WA_Very Remote Australia_Western Australia - Outback (South)_Ravensthorpe,WA,Very Remote Australia,Western Australia - Outback (South),Ravensthorpe,20215031
WA_Major Cities of Australia_Perth - North West_Joondalup,WA,Major Cities of Australia,Perth - North West,Joondalup,20215035
QLD_Very Remote Australia_Queensland - Outback_Mount Isa,QLD,Very Remote Australia,Queensland - Outback,Mount Isa,20203116
VIC_Major Cities of Australia_Melbourne - West_Moorabool,VIC,Major Cities of Australia,Melbourne - West,Moorabool,20202124
SA_Very Remote Australia_South Australia - Outback_Coober Pedy,SA,Very Remote Australia,South Australia - Outback,Coober Pedy,20204053
QLD_Very Remote Australia_Central Queensland_Central Highlands (Qld),QLD,Very Remote Australia,Central Queensland,Central Highlands (Qld),20203103
NT_Remote Australia_Northern Territory - Outback_Katherine,NT,Remote Australia,Northern Territory - Outback,Katherine,20207017
WA_Remote Australia_Western Australia - Wheat Belt_Dalwallinu,WA,Remote Australia,Western Australia - Wheat Belt,Dalwallinu,20205023
WA_Remote Australia_Western Australia - Wheat Belt_Gnowangerup,WA,Remote Australia,Western Australia - Wheat Belt,Gnowangerup,20205067
NSW_Outer Regional Australia_Riverina_Junee,NSW,Outer Regional Australia,Riverina,Junee,20201065
VIC_Inner Regional Australia_Ballarat_Loddon,VIC,Inner Regional Australia,Ballarat,Loddon,20202049
NSW_Outer Regional Australia_Capital Region_Goulburn Mulwaree,NSW,Outer Regional Australia,Capital Region,Goulburn Mulwaree,20201051
SA_Outer Regional Australia_Barossa - Yorke - Mid North_Goyder,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Goyder,20204054
WA_Remote Australia_Western Australia - Wheat Belt_Wongan-Ballidu,WA,Remote Australia,Western Australia - Wheat Belt,Wongan-Ballidu,20205042
WA_Inner Regional Australia_Bunbury_Collie,WA,Inner Regional Australia,Bunbury,Collie,20205040
WA_Inner Regional Australia_Perth - South East_Armadale,WA,Inner Regional Australia,Perth - South East,Armadale,20205048
NSW_Outer Regional Australia_Riverina_Cootamundra-Gundagai,NSW,Outer Regional Australia,Riverina,Cootamundra-Gundagai,20201121
WA_Inner Regional Australia_Perth - North West_Wanneroo,WA,Inner Regional Australia,Perth - North West,Wanneroo,20205029
WA_Very Remote Australia_Western Australia - Outback (North)_East Pilbara,WA,Very Remote Australia,Western Australia - Outback (North),East Pilbara,20205054
WA_Very Remote Australia_Western Australia - Outback (South)_Menzies,WA,Very Remote Australia,Western Australia - Outback (South),Menzies,20205100
WA_Very Remote Australia_Western Australia - Outback (North)_Halls Creek,WA,Very Remote Australia,Western Australia - Outback (North),Halls Creek,20205089
WA_Outer Regional Australia_Western Australia - Outback (South)_Irwin,WA,Outer Regional Australia,Western Australia - Outback (South),Irwin,20205041
NSW_Very Remote Australia_Far West and Orana_Walgett,NSW,Very Remote Australia,Far West and Orana,Walgett,20201164
QLD_Outer Regional Australia_Cairns_Yarrabah,QLD,Outer Regional Australia,Cairns,Yarrabah,20203040
WA_Outer Regional Australia_Western Australia - Wheat Belt_Pingelly,WA,Outer Regional Australia,Western Australia - Wheat Belt,Pingelly,20205045
NSW_Remote Australia_New England and North West_Narrabri,NSW,Remote Australia,New England and North West,Narrabri,20201151
WA_Remote Australia_Western Australia - Outback (North)_Broome,WA,Remote Australia,Western Australia - Outback (North),Broome,20205028
WA_Remote Australia_Western Australia - Wheat Belt_Kondinin,WA,Remote Australia,Western Australia - Wheat Belt,Kondinin,20205129
WA_Very Remote Australia_Western Australia - Outback (South)_Cue,WA,Very Remote Australia,Western Australia - Outback (South),Cue,20205009
NSW_Outer Regional Australia_Murray_Hay,NSW,Outer Regional Australia,Murray,Hay,20201213
NSW_Major Cities of Australia_Sydney - Outer South West_Wollondilly,NSW,Major Cities of Australia,Sydney - Outer South West,Wollondilly,20201138
WA_Major Cities of Australia_Perth - South East_Kalamunda,WA,Major Cities of Australia,Perth - South East,Kalamunda,20205072
QLD_Remote Australia_Wide Bay_Fraser Coast,QLD,Remote Australia,Wide Bay,Fraser Coast,20203107
WA_Outer Regional Australia_Western Australia - Wheat Belt_Quairading,WA,Outer Regional Australia,Western Australia - Wheat Belt,Quairading,20205081
VIC_Remote Australia_Latrobe - Gippsland_East Gippsland,VIC,Remote Australia,Latrobe - Gippsland,East Gippsland,20202034
NSW_Major Cities of Australia_Sydney - City and Inner South_Randwick,NSW,Major Cities of Australia,Sydney - City and Inner South,Randwick,20201218
WA_Major Cities of Australia_Perth - North East_Mundaring,WA,Major Cities of Australia,Perth - North East,Mundaring,20205063
QLD_Very Remote Australia_Queensland - Outback_Mornington,QLD,Very Remote Australia,Queensland - Outback,Mornington,20203090
WA_Outer Regional Australia_Western Australia - Wheat Belt_Wandering,WA,Outer Regional Australia,Western Australia - Wheat Belt,Wandering,20205018
WA_Outer Regional Australia_Bunbury_Nannup,WA,Outer Regional Australia,Bunbury,Nannup,20205058
NSW_Outer Regional Australia_Far West and Orana_Broken Hill,NSW,Outer Regional Australia,Far West and Orana,Broken Hill,20201079
WA_Very Remote Australia_Western Australia - Outback (South)_Ngaanyatjarraku,WA,Very Remote Australia,Western Australia - Outback (South),Ngaanyatjarraku,20205078
QLD_Inner Regional Australia_Brisbane - West_Brisbane,QLD,Inner Regional Australia,Brisbane - West,Brisbane,20203140
WA_Remote Australia_Western Australia - Wheat Belt_Corrigin,WA,Remote Australia,Western Australia - Wheat Belt,Corrigin,20205103
SA_Very Remote Australia_South Australia - Outback_Anangu Pitjantjatjara Yankunytjatjara,SA,Very Remote Australia,South Australia - Outback,Anangu Pitjantjatjara Yankunytjatjara,20204058
WA_Major Cities of Australia_Perth - South West_Fremantle,WA,Major Cities of Australia,Perth - South West,Fremantle,20205076
WA_Inner Regional Australia_Western Australia - Wheat Belt_Toodyay,WA,Inner Regional Australia,Western Australia - Wheat Belt,Toodyay,20205113
SA_Very Remote Australia_South Australia - Outback_Streaky Bay,SA,Very Remote Australia,South Australia - Outback,Streaky Bay,20204024
VIC_Inner Regional Australia_Warrnambool and South West_Southern Grampians,VIC,Inner Regional Australia,Warrnambool and South West,Southern Grampians,20202043
WA_Outer Regional Australia_Western Australia - Wheat Belt_Victoria Plains,WA,Outer Regional Australia,Western Australia - Wheat Belt,Victoria Plains,20205012
WA_Remote Australia_Western Australia - Outback (South)_Northampton,WA,Remote Australia,Western Australia - Outback (South),Northampton,20205084
WA_Outer Regional Australia_Bunbury_Bridgetown-Greenbushes,WA,Outer Regional Australia,Bunbury,Bridgetown-Greenbushes,20205085
SA_Remote Australia_South Australia - Outback_Kimba,SA,Remote Australia,South Australia - Outback,Kimba,20204031
WA_Outer Regional Australia_Western Australia - Wheat Belt_Katanning,WA,Outer Regional Australia,Western Australia - Wheat Belt,Katanning,20205131
WA_Remote Australia_Western Australia - Wheat Belt_Jerramungup,WA,Remote Australia,Western Australia - Wheat Belt,Jerramungup,20205121
WA_Remote Australia_Western Australia - Outback (South)_Carnamah,WA,Remote Australia,Western Australia - Outback (South),Carnamah,20195043
WA_Very Remote Australia_Western Australia - Outback (North)_Ashburton,WA,Very Remote Australia,Western Australia - Outback (North),Ashburton,20195116
WA_Outer Regional Australia_Western Australia - Wheat Belt_West Arthur,WA,Outer Regional Australia,Western Australia - Wheat Belt,West Arthur,20195119
NSW_Inner Regional Australia_Riverina_Cootamundra-Gundagai,NSW,Inner Regional Australia,Riverina,Cootamundra-Gundagai,20191283
SA_Outer Regional Australia_South Australia - South East_Mount Gambier,SA,Outer Regional Australia,South Australia - South East,Mount Gambier,20194097
WA_Major Cities of Australia_Perth - South East_South Perth,WA,Major Cities of Australia,Perth - South East,South Perth,20195060
WA_Outer Regional Australia_Western Australia - Wheat Belt_Brookton,WA,Outer Regional Australia,Western Australia - Wheat Belt,Brookton,20195052
QLD_Very Remote Australia_Queensland - Outback_Burke,QLD,Very Remote Australia,Queensland - Outback,Burke,20193132
WA_Major Cities of Australia_Perth - Inner_Nedlands,WA,Major Cities of Australia,Perth - Inner,Nedlands,20195147
WA_Outer Regional Australia_Western Australia - Wheat Belt_Gingin,WA,Outer Regional Australia,Western Australia - Wheat Belt,Gingin,20195003
WA_Major Cities of Australia_Perth - Inner_Stirling,WA,Major Cities of Australia,Perth - Inner,Stirling,20195059
SA_Remote Australia_South Australia - Outback_Franklin Harbour,SA,Remote Australia,South Australia - Outback,Franklin Harbour,20194021
NSW_Inner Regional Australia_Sydney - Northern Beaches_Northern Beaches,NSW,Inner Regional Australia,Sydney - Northern Beaches,Northern Beaches,20191086
SA_Inner Regional Australia_South Australia - South East_Coorong,SA,Inner Regional Australia,South Australia - South East,Coorong,20194015
WA_Inner Regional Australia_Bunbury_Waroona,WA,Inner Regional Australia,Bunbury,Waroona,20195001
WA_Outer Regional Australia_Western Australia - Wheat Belt_Cunderdin,WA,Outer Regional Australia,Western Australia - Wheat Belt,Cunderdin,20195107
WA_Remote Australia_Western Australia - Outback (South)_Greater Geraldton,WA,Remote Australia,Western Australia - Outback (South),Greater Geraldton,20195021
WA_Remote Australia_Western Australia - Wheat Belt_Lake Grace,WA,Remote Australia,Western Australia - Wheat Belt,Lake Grace,20195058
NSW_Major Cities of Australia_Illawarra_Kiama,NSW,Major Cities of Australia,Illawarra,Kiama,20191134
NSW_Inner Regional Australia_Central West_Oberon,NSW,Inner Regional Australia,Central West,Oberon,20191130
WA_Outer Regional Australia_Western Australia - Wheat Belt_Cranbrook,WA,Outer Regional Australia,Western Australia - Wheat Belt,Cranbrook,20195145
TAS_Remote Australia_Launceston and North East_Break O'Day,TAS,Remote Australia,Launceston and North East,Break O'Day,20196012
NT_Remote Australia_Northern Territory - Outback_Victoria Daly,NT,Remote Australia,Northern Territory - Outback,Victoria Daly,20197002
NSW_Outer Regional Australia_Murray_Murrumbidgee,NSW,Outer Regional Australia,Murray,Murrumbidgee,20191196
NSW_Major Cities of Australia_Sydney - Eastern Suburbs_Sydney,NSW,Major Cities of Australia,Sydney - Eastern Suburbs,Sydney,20191145
WA_Outer Regional Australia_Western Australia - Outback (South)_Chapman Valley,WA,Outer Regional Australia,Western Australia - Outback (South),Chapman Valley,20195014
SA_Remote Australia_South Australia - South East_Kingston (SA),SA,Remote Australia,South Australia - South East,Kingston (SA),20194070
WA_Inner Regional Australia_Mandurah_Mandurah,WA,Inner Regional Australia,Mandurah,Mandurah,20185132
WA_Inner Regional Australia_Perth - South East_Kalamunda,WA,Inner Regional Australia,Perth - South East,Kalamunda,20185106
WA_Outer Regional Australia_Western Australia - Wheat Belt_Kellerberrin,WA,Outer Regional Australia,Western Australia - Wheat Belt,Kellerberrin,20185046
WA_Inner Regional Australia_Perth - North East_Kalamunda,WA,Inner Regional Australia,Perth - North East,Kalamunda,20185078
QLD_Very Remote Australia_Darling Downs - Maranoa_Balonne,QLD,Very Remote Australia,Darling Downs - Maranoa,Balonne,20183144
NSW_Remote Australia_Murray_Murray River,NSW,Remote Australia,Murray,Murray River,20181050
VIC_Inner Regional Australia_Ballarat_Ararat,VIC,Inner Regional Australia,Ballarat,Ararat,20182010
NT_Remote Australia_Northern Territory - Outback_Wagait,NT,Remote Australia,Northern Territory - Outback,Wagait,20187033
QLD_Very Remote Australia_Queensland - Outback_Weipa,QLD,Very Remote Australia,Queensland - Outback,Weipa,20183199
VIC_Inner Regional Australia_Melbourne - West_Wyndham,VIC,Inner Regional Australia,Melbourne - West,Wyndham,20182047
SA_Major Cities of Australia_Adelaide - North_Barossa,SA,Major Cities of Australia,Adelaide - North,Barossa,20184054
VIC_Outer Regional Australia_Ballarat_Pyrenees,VIC,Outer Regional Australia,Ballarat,Pyrenees,20182173
QLD_Very Remote Australia_Queensland - Outback_Pormpuraaw,QLD,Very Remote Australia,Queensland - Outback,Pormpuraaw,20183180
WA_Outer Regional Australia_Western Australia - Wheat Belt_Wongan-Ballidu,WA,Outer Regional Australia,Western Australia - Wheat Belt,Wongan-Ballidu,20185026
WA_Very Remote Australia_Western Australia - Outback (North)_Karratha,WA,Very Remote Australia,Western Australia - Outback (North),Karratha,20185117
NSW_Very Remote Australia_Far West and Orana_Bourke,NSW,Very Remote Australia,Far West and Orana,Bourke,20181238
NSW_Outer Regional Australia_Central West_Bathurst,NSW,Outer Regional Australia,Central West,Bathurst,20181199
QLD_Remote Australia_Brisbane - East_Redland,QLD,Remote Australia,Brisbane - East,Redland,20183170
WA_Outer Regional Australia_Western Australia - Wheat Belt_Moora,WA,Outer Regional Australia,Western Australia - Wheat Belt,Moora,20185121
NSW_Outer Regional Australia_Coffs Harbour - Grafton_Richmond Valley,NSW,Outer Regional Australia,Coffs Harbour - Grafton,Richmond Valley,20181051
NSW_Inner Regional Australia_Hunter Valley exc Newcastle_Upper Hunter,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,20181025
VIC_Outer Regional Australia_Hume_Unincorporated Vic,VIC,Outer Regional Australia,Hume,Unincorporated Vic,20182198
VIC_Inner Regional Australia_Melbourne - West_Melton,VIC,Inner Regional Australia,Melbourne - West,Melton,20182170
VIC_Inner Regional Australia_Hume_Greater Shepparton,VIC,Inner Regional Australia,Hume,Greater Shepparton,20182185
NSW_Inner Regional Australia_Hunter Valley exc Newcastle_Dungog,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Dungog,20171195
WA_Outer Regional Australia_Western Australia - Wheat Belt_Chittering,WA,Outer Regional Australia,Western Australia - Wheat Belt,Chittering,20175051
QLD_Remote Australia_Townsville_Palm Island,QLD,Remote Australia,Townsville,Palm Island,20173225
NT_Very Remote Australia_Northern Territory - Outback_West Daly,NT,Very Remote Australia,Northern Territory - Outback,West Daly,20177008
WA_Major Cities of Australia_Perth - Inner_Mosman Park,WA,Major Cities of Australia,Perth - Inner,Mosman Park,20175130
WA_Outer Regional Australia_Western Australia - Wheat Belt_Narrogin,WA,Outer Regional Australia,Western Australia - Wheat Belt,Narrogin,20175057
WA_Remote Australia_Western Australia - Wheat Belt_Merredin,WA,Remote Australia,Western Australia - Wheat Belt,Merredin,20175113
NT_Very Remote Australia_Northern Territory - Outback_Unincorporated NT,NT,Very Remote Australia,Northern Territory - Outback,Unincorporated NT,20177011
WA_Remote Australia_Western Australia - Wheat Belt_Westonia,WA,Remote Australia,Western Australia - Wheat Belt,Westonia,20175152
WA_Remote Australia_Western Australia - Outback (South)_Morawa,WA,Remote Australia,Western Australia - Outback (South),Morawa,20175085
WA_Major Cities of Australia_Perth - Inner_Claremont,WA,Major Cities of Australia,Perth - Inner,Claremont,20175106
WA_Outer Regional Australia_Western Australia - Outback (South)_Mingenew,WA,Outer Regional Australia,Western Australia - Outback (South),Mingenew,20175137
WA_Outer Regional Australia_Western Australia - Wheat Belt_Merredin,WA,Outer Regional Australia,Western Australia - Wheat Belt,Merredin,20175134
QLD_Outer Regional Australia_Wide Bay_Fraser Coast,QLD,Outer Regional Australia,Wide Bay,Fraser Coast,20173080
WA_Inner Regional Australia_Western Australia - Wheat Belt_Murray,WA,Inner Regional Australia,Western Australia - Wheat Belt,Murray,20165027
NSW_Major Cities of Australia_Sydney - Parramatta_The Hills,NSW,Major Cities of Australia,Sydney - Parramatta,The Hills,20161135
NSW_Inner Regional Australia_Sydney - South West_Liverpool,NSW,Inner Regional Australia,Sydney - South West,Liverpool,20161129
WA_Outer Regional Australia_Western Australia - Wheat Belt_Boddington,WA,Outer Regional Australia,Western Australia - Wheat Belt,Boddington,20165119
SA_Remote Australia_Barossa - Yorke - Mid North_Yorke Peninsula,SA,Remote Australia,Barossa - Yorke - Mid North,Yorke Peninsula,20164062
WA_Outer Regional Australia_Western Australia - Wheat Belt_Goomalling,WA,Outer Regional Australia,Western Australia - Wheat Belt,Goomalling,20165018
WA_Major Cities of Australia_Perth - Inner_Subiaco,WA,Major Cities of Australia,Perth - Inner,Subiaco,20165061
WA_Remote Australia_Western Australia - Wheat Belt_Trayning,WA,Remote Australia,Western Australia - Wheat Belt,Trayning,20165035
WA_Remote Australia_Bunbury_Manjimup,WA,Remote Australia,Bunbury,Manjimup,20165129
WA_Very Remote Australia_Western Australia - Outback (South)_Esperance,WA,Very Remote Australia,Western Australia - Outback (South),Esperance,201550039
SA_Outer Regional Australia_South Australia - Outback_Franklin Harbour,SA,Outer Regional Australia,South Australia - Outback,Franklin Harbour,20154075
NT_Remote Australia_Northern Territory - Outback_West Daly,NT,Remote Australia,Northern Territory - Outback,West Daly,20157025
WA_Very Remote Australia_Western Australia - Outback (South)_Shark Bay,WA,Very Remote Australia,Western Australia - Outback (South),Shark Bay,20155132
WA_Very Remote Australia_Western Australia - Outback (South)_Exmouth,WA,Very Remote Australia,Western Australia - Outback (South),Exmouth,20155085
VIC_Outer Regional Australia_Ballarat_Ararat,VIC,Outer Regional Australia,Ballarat,Ararat,20152003
WA_Very Remote Australia_Western Australia - Outback (South)_Sandstone,WA,Very Remote Australia,Western Australia - Outback (South),Sandstone,20155017
VIC_Inner Regional Australia_Warrnambool and South West_Surf Coast,VIC,Inner Regional Australia,Warrnambool and South West,Surf Coast,20152106
WA_Outer Regional Australia_Western Australia - Wheat Belt_Gnowangerup,WA,Outer Regional Australia,Western Australia - Wheat Belt,Gnowangerup,20145066
WA_Outer Regional Australia_Bunbury_Boyup Brook,WA,Outer Regional Australia,Bunbury,Boyup Brook,20145141
WA_Major Cities of Australia_Perth - Inner_Cottesloe ,WA,Major Cities of Australia,Perth - Inner,Cottesloe ,20145023
WA_Remote Australia_Western Australia - Wheat Belt_Wickepin,WA,Remote Australia,Western Australia - Wheat Belt,Wickepin,20145080
WA_Very Remote Australia_Western Australia - Outback (South)_Leonora,WA,Very Remote Australia,Western Australia - Outback (South),Leonora,20145005
